cycle,transaction_namespace,transaction_id,transaction_type,transaction_type_description,filing_id,is_amendment,amount,date,contributor_name,contributor_ext_id,contributor_type,contributor_occupation,contributor_employer,contributor_gender,contributor_address,contributor_city,contributor_state,contributor_zipcode,contributor_category,organization_name,organization_ext_id,parent_organization_name,parent_organization_ext_id,recipient_name,recipient_ext_id,recipient_party,recipient_type,recipient_state,recipient_state_held,recipient_category,committee_name,committee_ext_id,committee_party,candidacy_status,district,district_held,seat,seat_held,seat_status,seat_result
2008,urn:fec:transaction,indiv:2008:2463267,15,Contribution,28932187344,FALSE,300,6/26/08,Jane Doe,i3003544300,I,Executive,Starbucks Coffee,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,N00027600,D,P,NA,,Z1200,,C00412478,D,FALSE,,,,,,L
2008,urn:fec:transaction,indiv:2008:0705471,15,Contribution,27931301166,FALSE,-2300,5/18/07,Jane Doe,i3003544300,I,EXECUTIVE,STARBUCKS COFFEE COMPANY,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Diamond Joe Quimby,N00009638,D,P,NA,IL,Z1200,,C00431445,D,FALSE,,,,,,W
2006,urn:fec:transaction,indiv:2006:2396896,15,Contribution,27020030544,FALSE,2100,9/8/06,Jane Doe,i3003544300,I,EXECUTIVE,STARBUCKS COFFEE COMPANY,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Mrs. Featherbottom,N00003218,D,P,NA,TN,Z1200,,C00316141,D,FALSE,,,,,,L
2006,urn:fec:transaction,indiv:2006:1724428,15,Contribution,26950564868,FALSE,1100,9/8/06,Jane Doe,i3003544300,I,Executive,Starbucks Coffee,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,N00027600,D,P,NA,,Z1200,,C00412478,D,FALSE,,,,,,L
2006,urn:fec:transaction,indiv:2006:0666675,15,Contribution,26990057824,FALSE,1000,12/12/05,Jane Doe,i3003447753,I,General Counsel,Starbucks Coffee Co,M,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Mrs. Featherbottom,N00027557,D,P,NA,,Z1200,,C00411785,D,FALSE,,,,,,
2006,urn:fec:transaction,indiv:2006:1630193,15,Contribution,26940318299,FALSE,1000,8/4/06,Jane Doe,i3003544300,I,Executive,Starbucks Coffee,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,N00027600,D,P,NA,,Z1200,,C00412478,D,FALSE,,,,,,L
2006,urn:fec:transaction,indiv:2006:2428793,15,Contribution,27020070103,FALSE,1000,10/23/06,Jane Doe,i3003544300,I,EVP GENERAL CO,STARBUCKS COFFEE CO.,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Chet Manly,N00007836,D,P,NA,WA,Z1200,,C00349506,D,FALSE,,,,,,W
2006,urn:fec:transaction,indiv:2006:1278965,15,Contribution,26020382131,FALSE,1000,3/24/06,Jane Doe,i3003544300,I,EVP GENERAL CO,STARBUCKS COFFEE CO.,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Chet Manly,N00007836,D,P,NA,WA,Z1200,,C00349506,D,FALSE,,,,,,W
2006,urn:fec:transaction,indiv:2006:0825471,15,Contribution,26020060475,FALSE,1000,11/28/05,Jane Doe,i3003544300,I,EXECUTIVE,STARBUCKS COFFEE CO.,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Mrs. Featherbottom,N00000308,D,P,NA,MA,Z1200,,C00363978,D,FALSE,,,,,,W
2006,urn:nimsp:transaction,acdefc3d9345cd44137c7b336f471b30,,,,FALSE,700,3/21/06,Jane Doe,,I,BUSINESS EXECUTIVE,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Phillip J Fry,8571,D,P,NA,,,,,,TRUE,,,,,,W
2006,urn:nimsp:transaction,ddcb902e5f78f1be0b002585a90a6dc2,,,,FALSE,35,,Jane Doe,,I,LANDSCAPE DESIGNER,SELF,,123 Fake Street,Springfield,NA,,B3600,Nuclear Power Plant,,,,Mrs. Featherbottom,5890,D,P,NA,,,,,,TRUE,,,,,,W
2004,urn:fec:transaction,indiv:2004:2146707,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,2000,8/28/04,Jane Doe,h3001235365,I,Executive,Starbucks Coffee Company,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Joe Candidate 4,C00010603,D,C,NA,,Z5200,,C00010603,D,FALSE,,,,,,
2004,urn:fec:transaction,indiv:2004:1878455,15j,Memo (Filer's Percentage of Contribution Given to Join Fundraising Committee),,FALSE,2000,6/28/04,Jane Doe,h3001235365,I,EXECUTIVE,STARBUCKS CORP.,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Mrs. Featherbottom,N00000245,D,P,NA,MA,Z1200,,C00383653,D,FALSE,,,,,,L
2004,urn:fec:transaction,indiv:2004:1834922,15,Contribution,24981257476,FALSE,2000,6/28/04,Jane Doe,h3001235365,I,EXECUTIVE,STARBUCKS CORP.,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Mrs. Featherbottom,C00398198,D,C,NA,,Z4200,,C00398198,D,FALSE,,,,,,
2004,urn:fec:transaction,indiv:2004:2408166,15,Contribution,24020791669,FALSE,1000,9/28/04,Jane Doe,h3001235365,I,STARBUCKS,,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Diamond Joe Quimby,N00009638,D,P,NA,,Z1200,,C00381442,D,FALSE,,,,,,W
2004,urn:fec:transaction,indiv:2004:1822096,15,Contribution,24020480767,FALSE,1000,6/4/04,Jane Doe,h3001235365,I,STARBUCKS,,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Homer Simpson,N00007876,D,P,NA,WA,Z1200,,C00257642,D,FALSE,,,,,,W
2004,urn:fec:transaction,indiv:2004:0869256,15,Contribution,24980425338,FALSE,1000,12/24/03,Jane Doe,h3001235365,I,Information Requeste,Information Requested,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Mrs. Featherbottom,N00026187,D,P,NA,,Z1200,,C00390898,D,FALSE,,,,,,L
2004,urn:nimsp:transaction,b5c960b6f29d3a228c4dc7a89dc3224d,,,,FALSE,975,10/30/04,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Mrs. Featherbottom,14491,D,P,NA,,,,,,TRUE,,,,,,W
2004,urn:nimsp:transaction,ccacfa5041fa0619f8d67b5c49dc725f,,,,FALSE,715,8/11/04,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Mrs. Featherbottom,125559,D,P,NA,,,,,,TRUE,,,,,,L
2004,urn:nimsp:transaction,2b023668f80e032e070fd37d686c8b4f,,,,FALSE,600,6/3/04,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Mrs. Featherbottom,125559,D,P,NA,,,,,,TRUE,,,,,,L
2004,urn:nimsp:transaction,5142e9b77cb6ca03b04e3ac0d79a8016,,,,FALSE,500,6/3/04,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Mrs. Featherbottom,14491,D,P,NA,,,,,,TRUE,,,,,,W
2004,urn:fec:transaction,indiv:2004:2961099,15,Contribution,25020041977,FALSE,500,12/20/04,Jane Doe,h3001235365,I,STARBUCKS COFFEE CO,,F,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Chet Manly,N00007836,D,P,NA,WA,Z1200,,C00349506,D,FALSE,,,,,,
2004,urn:nimsp:transaction,bb3bbf21ef5b0a7a63b608145c6524a8,,,,FALSE,500,12/4/03,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Mrs. Featherbottom,14491,D,P,NA,,,,,,TRUE,,,,,,W
2004,urn:nimsp:transaction,1e3e85381facb8ef20deaf1836e2c9e2,,,,FALSE,500,8/4/04,Jane Doe,,I,,STARBUCKS COFFEE COMPANY,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Mrs. Featherbottom,124434,N,P,NA,,,,,,TRUE,,,,,,L
2004,urn:nimsp:transaction,f3841508079ab299a3f393cedf09ad18,,,,FALSE,500,8/17/04,Jane Doe,,I,,STARBUCKS,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Mrs. Featherbottom,125027,D,P,NA,,,,,,TRUE,,,,,,L
2004,urn:nimsp:transaction,6815319a777049d53c1a8e9046512a7b,,,,FALSE,375,6/30/04,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Mrs. Featherbottom,14491,D,P,NA,,,,,,TRUE,,,,,,W
2004,urn:nimsp:transaction,e0aec74f91f126a9569e6cbdb7b47def,,,,FALSE,135,8/11/04,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Mrs. Featherbottom,125559,D,P,NA,,,,,,TRUE,,,,,,L
2004,urn:nimsp:transaction,4031f886af0dabf8ca1dce621dd17fa5,,,,FALSE,125,10/28/03,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Chet Manly,14491,D,P,NA,,,,,,TRUE,,,,,,W
2004,urn:nimsp:transaction,028ae1719813def8ed50da6147a06c5f,,,,FALSE,125,6/30/04,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Chet Manly,14491,D,P,NA,,,,,,TRUE,,,,,,W
2004,urn:nimsp:transaction,f1324a1d83fc750fdddebd37b95f76d7,,,,FALSE,100,5/7/04,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Chet Manly,14491,D,P,NA,,,,,,TRUE,,,,,,W
2004,urn:nimsp:transaction,10caf5ea21e2f868a1ff85a66408af78,,,,FALSE,50,10/29/03,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Chet Manly,623,D,C,NA,,,,623,D,FALSE,,,,,,
2004,urn:nimsp:transaction,5b36af7ce27edf61cace6ade5d85ac5e,,,,FALSE,50,10/30/03,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Chet Manly,625,D,C,NA,,,,625,D,FALSE,,,,,,
2004,urn:nimsp:transaction,85f3164287b6384da585d38e8b044258,,,,FALSE,35,6/22/04,Jane Doe,,I,,STARBUCKS COFFEE CO,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Tommy Carcetti,125559,D,P,NA,,,,,,TRUE,,,,,,L
2004,urn:nimsp:transaction,15c34dacdfd36015f699b06980abc136,,,,FALSE,35,,Jane Doe,,I,LANDSCAPE DESIGNER,SELF,,123 Fake Street,Springfield,NA,,B3600,Nuclear Power Plant,,,,Tommy Carcetti,5890,D,P,NA,,,,,,TRUE,,,,,,W
2004,urn:nimsp:transaction,61b5826aa97e52a5827fae740dce636d,,,,FALSE,-135,9/30/04,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,G2600,Nuclear Power Plant,,,,Tommy Carcetti,125559,D,P,NA,,,,,,TRUE,,,,,,L
2002,urn:fec:transaction,indiv:2002:1913688,15,Contribution,22991650778,FALSE,1000,12/17/01,Jane Doe,g1100662995,I,EXECUTIVE,DELL COMPUTER CORP,F,123 Fake Street,Springfield,NA,,C5100,Nuclear Power Plant,,,,Tommy Carcetti,N00024877,R,P,NA,,Z1100,,C00369769,R,FALSE,,,,,,L
2002,urn:fec:transaction,indiv:2002:0699223,15,Contribution,22020181187,FALSE,1000,3/16/02,Jane Doe,g1100662995,I,DELL COMPUTER CORP,,F,123 Fake Street,Springfield,NA,,C5100,Nuclear Power Plant,,,,Tommy Carcetti,N00024945,D,P,NA,,Z1200,,C00370452,D,FALSE,,,,,,L
2002,urn:fec:transaction,indiv:2002:1913687,15,Contribution,22991650777,FALSE,1000,12/17/01,Jane Doe,g1100662995,I,EXECUTIVE,DELL COMPUTER CORP,F,123 Fake Street,Springfield,NA,,C5100,Nuclear Power Plant,,,,Tommy Carcetti,N00024877,R,P,NA,,Z1100,,C00369769,R,FALSE,,,,,,L
2002,urn:nimsp:transaction,4a21782de2fc980d08a2cf85cd783304,,,,FALSE,1000,8/26/02,Jane Doe,,I,GENERAL COUNSEL,STARBUCKS,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,116674,D,P,NA,,,,,,TRUE,,,,,,L
2002,urn:nimsp:transaction,e279f35b3a72f6a6d12b77b5ce2cbd68,,,,FALSE,1000,9/22/01,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,116674,D,P,NA,,,,,,TRUE,,,,,,L
2002,urn:nimsp:transaction,9c953b6c09f761adce4d7c1c285e8af7,,,,FALSE,500,3/20/02,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,G2900,Nuclear Power Plant,,,,Tommy Carcetti,19130,D,P,NA,,,,,,TRUE,,,,,,L
2000,urn:fec:transaction,indiv:2000:1250888,15,Contribution,20020231201,FALSE,5000,6/27/00,Jane Doe,f1000716901,I,DELL COMPUTER,,F,123 Fake Street,Springfield,NA,,C5110,Nuclear Power Plant,,,,Tommy Carcetti,C00042366,D,C,NA,,Z5200,,C00042366,D,FALSE,,,,,,
1998,urn:nimsp:transaction,e6d2c39bcd817183d8ebeddc06e88093,,,,FALSE,960,5/9/98,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Tommy Carcetti,94400,D,P,NA,,,,,,TRUE,,,,,,L
1998,urn:nimsp:transaction,1d2591cf48740966568c853de16cfb1f,,,,FALSE,500,9/3/98,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Phillip J Fry,116030,D,P,NA,,,,,,TRUE,,,,,,L
1998,urn:nimsp:transaction,2d5c03db784cd93191a02ddcf2cfe34d,,,,FALSE,500,8/10/98,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Phillip J Fry,94400,D,P,NA,,,,,,TRUE,,,,,,L
1998,urn:nimsp:transaction,cd6f01cfec90ab2c40489b65a6a8502c,,,,FALSE,500,7/29/98,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Phillip J Fry,19130,D,P,NA,,,,,,TRUE,,,,,,L
1998,urn:nimsp:transaction,8b173748d06ee1464a32dbf89dac0a84,,,,FALSE,250,6/24/98,Jane Doe,,I,,,,123 Fake Street,Springfield,NA,,Y0000,Nuclear Power Plant,,,,Phillip J Fry,115689,R,P,NA,,,,,,TRUE,,,,,,W
1996,urn:fec:transaction,indiv:1996:1415738,15,Contribution,96031350047,FALSE,1000,11/1/96,Jane Doe,d1007240190,I,PRESTON GATES & ELLIS,,F,123 Fake Street,Springfield,NA,,K1000,Nuclear Power Plant,,,,Phillip J Fry,N00001678,D,P,NA,,Z1200,,C00305938,D,FALSE,,,,,,W
1996,urn:nimsp:transaction,42c1363c88bce3d6076c0e5b11591600,,,,FALSE,250,7/11/96,Jane Doe,,I,ATTORNEY,PRESTON GATES & ELLIS,,123 Fake Street,Springfield,NA,,K1000,Nuclear Power Plant,,,,Phillip J Fry,125461,D,P,NA,,,,,,TRUE,,,,,,L
1996,urn:nimsp:transaction,deefda40426c70fa8528622c26af2ed7,,,,FALSE,250,11/7/96,Jane Doe,,I,ATTORNEY,PRESTON GATES ELLI,,123 Fake Street,Springfield,NA,,K1000,Nuclear Power Plant,,,,Phillip J Fry,16393,D,P,NA,,,,,,TRUE,,,,,,W
1996,urn:nimsp:transaction,fe869a4e97ec5902eef600af2c8e5936,,,,FALSE,250,5/9/96,Jane Doe,,I,ATTORNEY,PRESTON GATES & EILLIS,,123 Fake Street,Springfield,NA,,K1000,Nuclear Power Plant,,,,Phillip J Fry,125461,D,P,NA,,,,,,TRUE,,,,,,L
1996,urn:nimsp:transaction,b890dd3b2aac63a595e4c99fe4f122c6,,,,FALSE,150,8/2/96,Jane Doe,,I,ATTORNEY,PRESTON GATES ELLIS,,123 Fake Street,Springfield,NA,,K1000,Nuclear Power Plant,,,,Phillip J Fry,125730,R,P,NA,,,,,,TRUE,,,,,,L
1996,urn:nimsp:transaction,ae5a10542e4cc2b6dd3642bc087f5304,,,,FALSE,150,5/10/96,Jane Doe,,I,ATTORNEY,PRESTON GATES ELLIS,,123 Fake Street,Springfield,NA,,K1000,Nuclear Power Plant,,,,Phillip J Fry,125730,R,P,NA,,,,,,TRUE,,,,,,L
1996,urn:nimsp:transaction,8c78747c411b04f41be65b21c6738bb9,,,,FALSE,100,12/3/95,Jane Doe,,I,ATTORNEY,US GOVT,,123 Fake Street,Springfield,NA,,K1000,Nuclear Power Plant,,,,Phillip J Fry,14491,D,P,NA,,,,,,TRUE,,,,,,W
1996,urn:nimsp:transaction,e44dbe6d21a9c11f80c39e541893e3d0,,,,FALSE,50,9/5/96,Jane Doe,,I,ATTORNEY,PRESTON GATES ELLIS,,123 Fake Street,Springfield,NA,,K1000,Nuclear Power Plant,,,,Phillip J Fry,125730,R,P,NA,,,,,,TRUE,,,,,,L
